symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
INFY.NS,4.481,25.573729,-0.084,1554.7,1521,1498.2,1528.9,14671426,59,2.96,4249999872,1051000000,18552000512,10.871,4.481,-0.068,0.001
TCS.NS,653.036,31.84772,0.02,3972.95,3897,3855,3938,5851619,122.8,4.03,6.1272E+11,75479998464,2388180074496.0,8.297,653.036,0.022,0.04
WIPRO.NS,169.494,22.729818,-0.118,500.45,489.25,479.55,490.75,14320951,21.43,5.87,1.65258E+11,1.79136E+11,9.07423E+11,24.507,169.494,-0.074,-0.044
HCLTECH.NS,4.829,26.882656,0.05,1595.8,1560,1508.2,1571.45,7468632,57.95,3.75,2699000064,646000000,13075000320,7.962,4.829,0.056,0.053
DMART.NS,749.054,114.93983,0.171,4163.1,4159.8,4151.15,4330.5,921402,37.39,5.18,37884751872,6303799808,4.86564E+11,3.616,749.054,0.173,0.173
ITC.NS,56.743,26.102314,0.066,421.25,421.25,421.25,429.65,38855561,16.42,3.25,2.622E+11,2840600064,7.05932E+11,0.408,56.743,0.057,0.018
LT.NS,1546.819,39.681915,0.155,3560,3546.2,3546.2,3647.3,3020256,91.17,1.44,2.67275E+11,1221087461376.0,2161507434496.0,130.668,1546.819,0.18,0.187
MARUTI.NS,4461.15,31.05621,0.341,11908.15,11890.05,11890.05,12427.3,1061891,397.27,1.23,1.4778E+11,3924999936,1347618996224.0,0.597,4461.15,0.288,0.153
BAJAJFINSV.NS,631.981,32.787075,0.211,1602.6,1593,1583.4,1610,1569716,48.42,1.78,3.73406E+11,1967311945728.0,1005218103296.0,231.603,631.981,0.196,0.336
TITAN.NS,551.524,95.23895,0.165,3627.55,3627.55,3621.25,3726.9,1281067,38.92,5.19,48017498112,1.4254E+11,4.895E+11,114.352,551.524,0.169,0.22
MARUTI.BO,4461.15,31.05556,0.341,11913.8,11900.95,11900.45,12423.45,26854,397.23,1.48,1.4778E+11,3924999936,1347618996224.0,0.597,4461.15,0.288,0.153
SUNPHARMA.NS,197.739,43.28491,0.165,1565.2,1568.9,1566.1,1621,4941192,37.17,0.83,1.28148E+11,19282300928,4.74446E+11,3.051,197.739,0.167,0.101
ONGC.NS,467.185,7.898289,-0.099,262.95,262.95,258.45,265.25,13024864,33.33,-4.51,1038580973568.0,1434962362368.0,5878298705920.0,42.656,467.185,-0.099,-0.022
TECHM.NS,598.028,39.8438,-0.606,1282.75,1258.5,1236.1,1279.9,2990639,31.69,4.56,54702252032,26140999680,5.28424E+11,9.733,598.028,-0.607,-0.046
ADANIPORTS.NS,118.536,38.3139,0.679,1262.45,1262.45,1255.05,1289.1,3075733,33.45,1.03,1.47538E+11,5.00603E+11,2.56109E+11,99.596,118.536,0.678,0.446
POWERGRID.NS,49.588,15.875072,0.105,273.75,273.75,271.35,278.25,22096058,17.37,0.65,4.19217E+11,1234316296192.0,4.61287E+11,142.063,49.588,0.104,0.026
DMART.BO,749.054,114.95583,0.171,4161.25,4161.25,4149,4328.75,21177,37.36,4.17,37884751872,6303799808,4.86564E+11,3.616,749.054,0.173,0.173
NTPC.NS,180.587,17.478472,0.079,325,324.5,321.15,327.25,14706689,18.58,2.24,4.97654E+11,2225515266048.0,1751317348352.0,140.991,180.587,0.079,-0.04
VEDL.NS,389.362,21.55008,-0.183,273.4,273,269.9,274.4,9334694,12.58,-7.9,3.77128E+11,7.5064E+11,1445640011776.0,178.783,389.362,-0.185,0.038
IOC.NS,569.143,4.851645,10.678,164.5,165.7,163.55,167.15,25134412,34.04,-1.05,8.46777E+11,1154181758976.0,7815743668224.0,67.495,569.143,10.714,-0.028
DABUR.NS,69.258,51.564354,0.08,523.95,524,519,527.35,1072163,10.1,3.04,22755700736,14890500096,1.22672E+11,14.98,69.258,0.082,0.07
GRASIM.NS,1930.484,26.042986,-0.398,2205.55,2200,2194.45,2234,551643,85.38,3.2,2.49328E+11,1219280633856.0,1267134889984.0,93.151,1930.484,-0.398,0.116
DLF.NS,23.233,90.104065,0.265,857.7,861.05,855.6,869.9,2786686,9.61,3.25,17522585600,33166299136,57482231808,8.761,23.233,0.262,0.018
GODREJCP.NS,135.986,69.92845,0.064,1231.65,1236.95,1210,1244.5,1242289,17.47,3.75,29126475776,32747599872,1.39107E+11,22.585,135.986,0.064,0.017
SHREECEM.NS,5595.403,40.81621,1.488,25361.4,25399,25232,25489.95,12711,621.47,1.54,42688225280,20047400960,2.01884E+11,10.262,5595.403,1.488,0.215
COALINDIA.NS,230.17,9.066961,0.169,432.05,430.9,428.3,436.2,9171645,47.64,-16.54,3.6853E+11,63130599424,1418476388352.0,8.954,230.17,0.17,0.018
BRITANNIA.NS,692.056,54.345398,-0.403,4806.7,4800,4784.9,4892.95,264692,89.52,4.45,31324700672,27783899136,1.66641E+11,96.678,692.056,-0.403,0.014
BPCL.NS,2111.278,4.3610682,0.821,587.8,589,584.55,604.45,10721667,135.93,-0.13,4.5146E+11,5.63352E+11,4496437018624.0,79.365,2111.278,0.822,-0.031
HAVELLS.NS,287.407,78.11005,0.015,1485.05,1485,1465.05,1494.7,416245,18.81,3.65,16684975104,2684900096,1.80072E+11,3.892,287.407,0.013,0.069
BRITANNIA.BO,692.056,54.345615,-0.403,4805.85,4782.05,4782.05,4890,7558,89.55,3.27,31324700672,27783899136,1.66641E+11,96.678,692.056,-0.403,0.014
SIEMENS.NS,572.04,88.502655,0.092,4942.35,4935.05,4864.65,4997.2,281403,56.4,3.84,23644999680,1752000000,2.03639E+11,1.338,572.04,0.094,0.202
DRREDDY.NS,1631.508,19.802082,0.106,6128.2,6129,6105.05,6239.4,305674,313.26,1.12,80979001344,19850999808,2.71302E+11,7.411,1631.508,0.103,0.066
SRF.NS,450.311,51.285683,-0.504,2538.35,2556,2532,2600,1205650,49.74,0.56,27520499712,49761001472,1.33469E+11,45.855,450.311,-0.504,-0.12
SHREECEM.BO,5595.403,40.81614,1.488,25388.55,25332.75,25238.15,25493.85,499,621.4,1.25,42688225280,20047400960,2.01884E+11,10.262,5595.403,1.488,0.215
CIPLA.NS,311.101,32.257187,0.318,1448.7,1453,1451.05,1489.6,1746848,45.92,1.43,61300998144,9608899584,2.51163E+11,3.829,311.101,0.318,0.12
IOC.BO,569.143,4.851645,10.678,164.45,165.8,163.6,167.15,1248199,34.04,-2.12,8.46777E+11,1154181758976.0,7815743668224.0,67.495,569.143,10.714,-0.028
APOLLOHOSP.NS,1280.956,116.284874,0.598,6182.5,6169.15,6168.7,6390.9,727538,54.83,0.65,20609748992,48888999936,1.84175E+11,71.084,1280.956,0.599,0.138
ICICIGI.NS,419.699,44.84022,0.224,1673.05,1674.7,1657,1681.4,363543,37.24,1.47,23915399168,350000000,2.06197E+11,0.278,419.699,0.218,0.126
TATACONSUM.NS,160.434,86.96747,-0.207,1133.95,1133.95,1119,1140,1696143,12.91,3.72,20436400128,15114500096,1.48976E+11,8.875,160.434,-0.208,0.095
IRCTC.NS,51.013,67.1026,0.174,934.75,938.9,926.5,940.9,1554172,13.84,0.92,14051748864,667966976,40804216832,2.347,51.013,0.176,0.218
MARICO.NS,74.436,43.854626,0.168,500.7,501,495,504,1090354,11.35,3.36,19380000768,4929999872,96150003712,10.706,74.436,0.17,-0.019
MCDOWELL-N.NS,155.588,63.27384,0.635,1109.9,1107.9,1106,1144.45,916775,17.93,4.67,17408749568,2028000000,1.10401E+11,2.978,155.588,0.632,0.08
GLAND.NS,298.251,44.847538,-0.173,1753,1774.7,1750.05,1805,99036,40.01,1.52,10336409600,3570299904,49122828288,4.298,298.251,-0.173,0.647
GAIL.NS,203.252,14.189079,6.721,175.05,175,172.8,176,12393004,12.27,3.06,1.08072E+11,1.7951E+11,1336787599360.0,24.578,203.252,6.714,-0.033
MPHASIS.NS,701.662,28.987019,-0.094,2436.85,2367,2306,2408,885207,82.43,2.1,21798819840,15803310080,1.32277E+11,19.978,701.662,-0.098,-0.048
LTTS.NS,821.35,45.250275,0.107,5457.5,5301,5228.1,5400,212477,118.67,2.95,17213999104,5505999872,86784000000,11.451,821.35,0.107,0.182
GODREJPROP.NS,117.114,93.446335,0.06,2223.55,2238.9,2210,2256.55,424639,24.04,4.62,763550016,1.02625E+11,32558000128,108.215,117.114,0.062,0.684
GRASIM.BO,1930.484,26.11033,-0.398,2207.4,2219.75,2198.6,2233,7335,85.2,3.11,2.49328E+11,1219280633856.0,1267134889984.0,93.151,1930.484,-0.398,0.116
BEL.NS,24.878,40.30612,0.402,196.85,196.5,192.75,198.95,31316604,4.9,5.47,46003400704,613800000,1.81833E+11,0.414,24.878,0.41,0.002
PGHH.NS,1234.541,71.42884,0.103,16441.65,16474.55,16442.3,16777,16082,232.88,3.68,9657100288,35800000,40073998336,0.34,1234.541,0.103,-0.003
JSWENERGY.NS,69.478,51.545002,0.288,504.55,504.8,500.05,517.5,2676496,10,0.28,46614876160,2.77831E+11,1.14E+11,139.043,69.478,0.294,0.131
PAGEIND.NS,4145.681,71.42827,0.231,34092.85,34030,33910,34522.6,21283,482.3,1.09,7961510912,1861611008,46240645120,12.168,4145.681,0.231,0.005
ABB.NS,492.952,101.00541,0.109,5864.9,5875,5835.05,6034.05,514205,59.08,2.77,14897800192,489800000,1.04465E+11,0.824,492.952,0.109,0.136
ASTRAL.NS,205.609,92.593124,0.22,1942.5,1940,1912.05,1956.75,519482,20.94,3.66,9560500224,978000000,55224999936,3.162,205.609,0.218,0.081
GUJGASLTD.NS,224.921,33.011856,-0.405,529.05,528.5,524.15,532.2,317477,16.02,1.68,18363799552,1545400064,1.54846E+11,2.181,224.921,-0.406,0.066
SAIL.NS,258.225,17.310253,-0.22,129,127.9,126.2,132.1,34562870,7.51,0.41,1.15215E+11,3.07144E+11,1065504669696.0,54.828,258.225,-0.221,-0.068
AUROPHARMA.BO,475.61,21.596104,0.906,1028.1,1011.7,1006,1036.1,19952,47.24,1.14,48936873984,66486300672,2.78947E+11,23.581,475.61,0.914,0.147
HAVELLS.BO,287.407,78.125,0.015,1485,1485,1465,1494.25,5541,18.8,1.78,16684975104,2684900096,1.80072E+11,3.892,287.407,0.013,0.069
HINDPETRO.NS,3000.567,3.9715629,0.605,472.5,474.2,470.7,483.65,5073636,119.21,-1.63,2.4719E+11,5.80101E+11,4256133808128.0,128.755,3000.567,0.602,0.011
PIIND.NS,493.785,36.10275,0.275,3751.1,3731,3731,3802.45,166905,105.01,1.91,18504749056,1808999936,74904002560,2.266,493.785,0.275,0.176
ALKEM.NS,1056.655,36.363117,0.308,4795.95,4829.1,4770.05,4829.1,138263,131.72,0.25,21934125056,14429599744,1.26344E+11,14.113,1056.655,0.308,0.093
ACC.NS,1029.935,56.17958,3.751,2438.85,2439.05,2415.55,2458,328664,43.49,4.78,24700059648,4068199936,1.93411E+11,2.745,1029.935,3.75,0.083
LUPIN.NS,428.085,40.984962,2.995,1611.65,1611,1599,1622.45,566293,39.24,0.58,31468650496,37846102016,1.94801E+11,28.441,428.085,2.991,0.202
AUROPHARMA.NS,475.61,21.59784,0.906,1028.25,1004,1004,1036.2,1429882,47.22,1.18,48936873984,66486300672,2.78947E+11,23.581,475.61,0.914,0.147
COLPAL.NS,203.738,58.47657,0.357,2679.15,2685.05,2674,2715,210389,46.31,9.34,18060593152,686700032,55410569216,3.895,203.738,0.358,0.081
NMDC.NS,70.531,9.275956,0.627,207.8,206,202,206.7,17863386,21.96,-1.1,74048299008,21433499648,2.06699E+11,8.748,70.531,0.627,0.454
TRENT.NS,316.618,166.67792,1.242,4001.85,4010,3921.95,4025,677918,23.69,4.12,12608050176,48393302016,1.12602E+11,161.565,316.618,1.24,0.505
VBL.NS,123.486,88.47949,0.765,1400.25,1400,1382.05,1407.6,1269066,15.85,2.82,37467398144,54313099264,1.60426E+11,76.663,123.486,0.785,0.205
POLYCAB.NS,1118.851,44.44555,0.154,4986.55,4996.95,4850,5037.65,593918,110.47,1.52,23023050752,1660060032,1.67712E+11,2.164,1118.851,0.15,0.168
MFSL.NS,1206.44,75.76645,-0.34,952,956.75,932,956.75,691009,12.46,1.57,6751671296,8085000192,4.16469E+11,19.075,1206.44,-0.34,0.389
CONCOR.NS,139.711,43.296757,0.124,873.2,873.2,865.15,880.95,999386,20.05,2.07,17611624448,8211299840,85126103040,7.016,139.711,0.124,0.103
COFORGE.NS,1468.188,49.50496,0.043,5706.75,5601.15,5462.15,5639.3,1055752,111.91,1.94,12060749824,12092999680,89904996352,35.282,1468.188,0.037,0.13
PERSISTENT.NS,1262.136,59.523598,0.202,8204.85,7979.95,7862,8085,516759,133.92,1.08,15595750400,5077250048,94855331840,10.505,1262.136,0.195,0.152
RELAXO.NS,117.883,102.06387,0.281,831.2,832,828.5,837.45,59142,8.14,-6.47,3527300096,2249499904,29317900288,11.854,117.883,0.273,0.047
TIINDIA.NS,1067.475,86.206535,1.253,3707.1,3721,3675,3772.05,121212,43.43,1.84,19501875200,20231299072,1.56537E+11,35.01,1067.475,2.35,0.146
PETRONET.NS,351.975,11.097561,0.014,258.65,258.65,256.3,261.25,4162319,23.37,1.19,49580351488,31866200064,5.28101E+11,19.33,351.975,0.014,-0.065
OBEROIRLTY.NS,113.919,32.469704,-0.487,1424.75,1424.95,1421.5,1458.65,936379,44.56,0.61,19851071488,33577500672,41424416768,26.146,113.919,-0.487,-0.353
IGL.NS,201.452,14.836449,0.427,412.75,413,407.25,416.45,1812629,27.82,0.74,22772199424,843600000,1.41089E+11,0.937,201.452,0.423,-0.042
MRF.NS,58164.04,27.472511,1.915,131583.6,131700,130500,132749.9,11038,4779.43,1.04,40563101696,31353200640,2.46681E+11,19.805,58164.04,1.916,0.092
DIXON.NS,2743.722,119.0422,0.858,7067.75,7040,7027,7189.85,226614,60.19,2.6,6375824896,5994500096,1.60984E+11,40.612,2743.722,0.87,1.004
LALPATHLAB.NS,261.493,53.76989,0.54,2076.8,2115,2065.2,2132.7,310957,39.59,2.03,5648327680,2992000000,21721819136,16.566,261.493,0.537,0.101
ZEEL.NS,91.595,118.70833,1.408,140.9,140.9,140.5,144.8,15294139,1.2,0.7,7096800256,2515399936,85793701888,2.331,91.595,1.44,-0.031
GLAXO.NS,195.513,62.898113,-0.722,1986.3,1987,1939,1995,267324,31.21,3.3,7992893952,213800000,33113630720,1.389,195.513,-0.722,0.004
JUBLFOOD.BO,81.157,135.2388,-0.182,450.5,449.8,447.35,456,83195,3.35,1.02,7996689920,26078760960,53511380992,124.941,81.157,-0.18,0.035
IPCALAB.NS,283.369,53.75506,0.668,1174.15,1176.4,1170.2,1209.15,748804,22.25,1.1,11135850496,19874600960,71874502656,26.286,283.369,0.668,0.328
HINDPETRO.BO,3000.567,3.9715629,0.605,472.3,474.85,470.9,483.55,209012,119.21,-1.16,2.4719E+11,5.80101E+11,4256133808128.0,128.755,3000.567,0.602,0.011
ATUL.NS,1595.853,48.309895,-0.325,5900.55,5870,5864.75,5935,49933,121.59,1.31,6334900224,1616000000,47086800896,3.265,1595.853,-0.325,-0.103
CGPOWER.NS,50.748,91.77226,2.281,541.4,541.4,520.2,541.4,8794659,5.84,3.12,10889324544,169300000,77570498560,0.76,50.748,2.289,0.115
GODREJPROP.BO,117.114,93.443474,0.06,2224.3,2248.95,2220.9,2257.35,15724,24.06,1.41,763550016,1.02625E+11,32558000128,108.215,117.114,0.062,0.684
TATACOMM.BO,696.368,56.182404,-0.886,1908.4,1925.9,1901.25,1930,13793,34.21,1.98,36509249536,88123703296,1.98458E+11,605.424,696.368,-0.886,0.244
HONAUT.BO,4475.42,70.92223,0.206,37025.35,36997.55,36626.05,37478.3,56,527.14,-66.4,5381349888,259000000,39571898368,0.777,4475.42,0.205,0.053
SYNGENE.NS,88.984,56.190666,0.016,685.25,689.2,686.4,701.65,613091,12.43,2.01,10385500160,8329999872,35661000704,21.409,88.984,0.022,0.086
ESCORTS.NS,827.972,29.412426,0.571,2763.15,2760,2741.55,2776.5,115843,93.52,-48.78,11409524736,533200000,89705701376,0.618,827.972,0.568,0.022
KPRMILL.NS,184.631,33.90265,0.072,801.2,804.8,789.35,804.8,83030,23.42,1.3,12387475456,8428400128,63126200320,20.847,184.631,0.07,-0.133
TANLA.NS,281.513,21.231268,0.203,838.4,841,835,856.5,368737,40.04,0.75,6993718272,791390976,37560115200,4.528,281.513,0.214,0.153
RAMCOCEM.NS,406.078,47.60626,0.638,813.85,813.85,798.3,821.6,2114040,16.94,1.55,15132999680,50642001920,92706496512,71.937,406.078,0.637,0.049
ASHOKLEY.BO,154.866,20.587145,0.756,166.9,166.9,166.1,168.3,534134,8.09,1.3,71913848832,3.43916E+11,4.54156E+11,306.526,154.866,0.752,0.067
TATACHEM.NS,641.845,14.6411085,-0.596,1034.9,1024.05,1020,1064.85,2871566,71.47,2.27,34662498304,60480000000,1.6353E+11,27.152,641.845,-0.596,-0.101
IEX.NS,5.964,35.377605,0.189,135.95,135.4,134.55,137.35,5938391,3.84,7.53,4459923456,121478000,5310364160,1.392,5.964,0.198,0.203
OIL.NS,290.569,10.627512,0.027,590.95,592.15,578.75,595.95,3228817,54.74,0.34,1.41517E+11,2.24038E+11,3.15088E+11,51.062,290.569,0.028,0.034
COROMANDEL.NS,900.026,18.147675,0.022,1066,1063.95,1055.2,1076,895843,58.71,1.03,30787399680,4361299968,2.64669E+11,4.798,900.026,0.021,-0.309
PAGEIND.BO,4145.681,71.428375,0.231,34017.1,33986,33979.7,34500,201,482.26,5.59,7961510912,1861611008,46240645120,12.168,4145.681,0.231,0.005
THERMAX.NS,787.787,71.94778,0.889,3859.85,3859.95,3841.7,3952.05,104719,54.19,2.9,7315650048,10738400256,88705998848,26.895,787.787,0.89,0.134
PFIZER.NS,485.086,39.683365,-0.137,4346.65,4359.65,4312.5,4363.5,14019,109.59,3.19,6200175104,1159800064,22191800320,3.544,485.086,-0.137,-0.132
COROMANDEL.BO,900.026,18.148748,0.022,1065.8,1087.15,1055.8,1087.15,82871,58.69,0.52,30787399680,4361299968,2.64669E+11,4.798,900.026,0.021,-0.309
FORTIS.NS,89.491,55.21146,0.039,401.55,404.25,399.25,405.85,247880,7.33,1.86,10483699712,10327700480,67497418752,12.178,89.491,0.035,0.077
CRISIL.NS,429.512,55.55432,0.33,4976.7,5001.55,4985.1,5049.95,19969,90.11,0.92,8830799872,473200000,31395201024,2.161,429.512,0.329,0.116
NATIONALUM.NS,72.049,18.386896,0.836,145.75,146.45,144.25,150.75,21502645,8.09,0.69,24943675392,957299968,1.32395E+11,0.711,72.049,0.829,0.017
SUNTV.NS,105.62,12.225813,0.068,593.45,587,585.05,594.1,317382,47.96,1,22675449856,520900000,41618698240,0.516,105.62,0.068,0.041
AJANTPHARM.NS,319.187,36.898678,0.561,2125.9,2118,2106.6,2164,153529,58.33,-1.84,10409924608,330200000,40364699648,0.948,319.187,0.588,0.137
APLLTD.BO,311.102,31.85105,0.48,963.5,945.05,945.05,965.1,2523,30.01,0.57,8619424768,8687699968,61181001728,19.436,311.102,0.481,0.081
PRESTIGE.NS,208.137,25.90631,-0.09,1048.65,1065.5,1065,1119.4,1095838,42.48,2.21,20980000768,1.10591E+11,83449004032,96.984,208.137,-0.091,-0.225
RAMCOCEM.BO,406.078,47.617645,0.638,813.85,815.35,797.7,820.7,104214,17,1.93,15132999680,50642001920,92706496512,71.937,406.078,0.637,0.049
CARBORUNIV.NS,247.452,51.289528,0.02,1155.5,1168.1,1154.9,1259,961027,24.35,0.95,7549394944,1828000000,47006109696,6.13,247.452,0.019,-0.03
ATUL.BO,1595.853,48.310726,-0.325,5897.95,5900,5866.2,5927.75,446,121.65,3.99,6334900224,1616000000,47086800896,3.265,1595.853,-0.325,-0.103
GSPL.NS,301.862,12.786024,0.099,345.95,348.25,344.15,357,1006850,27.62,0.63,32471654400,1450489984,1.70328E+11,1.097,301.862,0.099,0.098
CHAMBLFERT.NS,454.624,11.236928,0.418,343.85,343.5,342.8,346.5,515578,30.6,0.41,20712400896,23031500800,1.8922E+11,29.949,454.624,0.417,-0.476
GRINFRA.NS,926.308,10.929156,-0.25,1285.65,1296.95,1280.05,1322.4,82530,119.84,-0.92,22287648768,63238086656,89561554944,93.08,926.308,-0.25,-0.026
AIAENG.NS,527.657,31.347122,-0.207,3716.55,3734.75,3692.1,3819.5,27464,121.11,0.49,13429148672,4838260224,49771053056,7.879,527.657,-0.207,-0.047
AFFLE.NS,125.851,53.774654,0.114,1060.6,1074.95,1066.3,1094.9,188056,20.28,1.84,2705995008,2281459968,16924120064,14.319,125.851,0.102,0.326
SANOFI.NS,1237.952,29.069914,0.052,7535.75,7601.1,7512.2,7655,13863,261.75,0.81,8037000192,190000000,28511000576,1.872,1237.952,0.052,0.033
RADICO.NS,289.704,87.73626,0.227,1610.65,1619,1600.75,1666.6,120503,18.73,3.53,4236511232,8826776576,38716788736,38.281,289.704,0.227,0.466
NATCOPHARM.BO,212.306,13.423168,2.414,953.75,954.05,949.15,967.45,33995,70.87,0.73,16313749504,2475000064,38298001408,4.676,212.306,2.484,0.54
OBEROIRLTY.BO,113.919,32.57085,-0.487,1424.55,1405.55,1405.55,1458.4,8237,44.46,0.19,19851071488,33577500672,41424416768,26.146,113.919,-0.487,-0.353
AIAENG.BO,527.657,31.249485,-0.207,3726.25,3721.75,3692.65,3810,1360,121.21,0.45,13429148672,4838260224,49771053056,7.879,527.657,-0.207,-0.047
CDSL.NS,74.292,52.911488,0.439,1766.1,1760,1755.1,1798,677118,33.78,1.54,4770946560,20154000,7763646976,0.159,74.292,0.44,0.467
ESCORTS.BO,827.972,29.499893,0.571,2761.25,2761.25,2747.5,2777.55,2273,93.28,0.5,11409524736,533200000,89705701376,0.618,827.972,0.568,0.022
